sample_id	file_paths
4a91fd32-9019-4c04-b0ad-8a793591bdc6	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_334_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_334_R2.fastq.gz;
7137b6d2-c1f9-4c78-8828-2541eed323ec	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_335_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_335_R2.fastq.gz;
f6603335-5878-4e11-a11a-e9cc10d9ffff	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_336_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_336_R2.fastq.gz;
d56010fb-4295-42d7-a38c-a34d750f73cb	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_337_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_337_R2.fastq.gz;
1c39a77f-83c9-47af-bd86-404ac203f3ef	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_338_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_338_R2.fastq.gz;
50f80f22-8408-417f-99fb-b920efff9b75	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_339_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_339_R2.fastq.gz;
f3394da6-b26d-41d9-823c-6c7c7d9107ca	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_340_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_340_R2.fastq.gz;
90f55901-8c95-43fd-85b9-b948c3ae483b	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_341_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_341_R2.fastq.gz;
bf2b8f6c-93d9-45a5-a6b5-1d1e7afdb157	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_342_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_342_R2.fastq.gz;
aada5d76-d587-4485-afba-e29d847edec0	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_343_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_Payami_saliva/zr18055_343_R2.fastq.gz;
