sample_id	file_paths
f3128312-690b-4870-a6d4-da46016f6fe6	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_5mo_aFMT/CALTEC-001-ASO1_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO1_5mo_aFMT/CALTEC-001-ASO1_5mo_aFMT_R2.fastq.gz;
23a93bab-0615-4a2c-a461-a5346c9e7728	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_5mo_aFMT/CALTEC-001-ASO2_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO2_5mo_aFMT/CALTEC-001-ASO2_5mo_aFMT_R2.fastq.gz;
a977ccce-575f-4a7c-9fd2-40b6b6a5d89e	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO3_5mo_aFMT/CALTEC-001-ASO3_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO3_5mo_aFMT/CALTEC-001-ASO3_5mo_aFMT_R2.fastq.gz;
025a677c-3bf7-4cdc-9dae-c75fb6dbaf78	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO4_5mo_aFMT/CALTEC-001-ASO4_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO4_5mo_aFMT/CALTEC-001-ASO4_5mo_aFMT_R2.fastq.gz;
0128b5a5-4584-46d1-bd9c-1984eae69c56	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO5_5mo_aFMT/CALTEC-001-ASO5_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO5_5mo_aFMT/CALTEC-001-ASO5_5mo_aFMT_R2.fastq.gz;
ca274b81-8814-41e3-bf53-99efc268c222	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO6_5mo_aFMT/CALTEC-001-ASO6_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO6_5mo_aFMT/CALTEC-001-ASO6_5mo_aFMT_R2.fastq.gz;
5d2425fe-e54a-44a8-9a12-ed725d6d928f	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO7_5mo_aFMT/CALTEC-001-ASO7_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO7_5mo_aFMT/CALTEC-001-ASO7_5mo_aFMT_R2.fastq.gz;
a114d44e-a88d-46d9-aa7e-99fe5476dcd4	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO8_5mo_aFMT/CALTEC-001-ASO8_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO8_5mo_aFMT/CALTEC-001-ASO8_5mo_aFMT_R2.fastq.gz;
5cf1e443-f3dc-443e-95e3-f84e36eec1ef	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO9_5mo_aFMT/CALTEC-001-ASO9_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO9_5mo_aFMT/CALTEC-001-ASO9_5mo_aFMT_R2.fastq.gz;
d43ef631-cec6-4725-a75a-7e3c2a2dcb46	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO10_5mo_aFMT/CALTEC-001-ASO10_5mo_aFMT_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-ASO10_5mo_aFMT/CALTEC-001-ASO10_5mo_aFMT_R2.fastq.gz;
