sample_id	file_paths
9a286a2c-9707-40e6-bd14-9933cb9a3f6d	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1W-F/CALTEC-001-1W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1W-F/CALTEC-001-1W-F_R2.fastq.gz;
ccb92ffd-0af2-47b4-b1a9-bd9b7101564a	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2W-F/CALTEC-001-2W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2W-F/CALTEC-001-2W-F_R2.fastq.gz;
37826a15-5cb5-4914-af05-483fd12c9bab	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3W-F/CALTEC-001-3W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-3W-F/CALTEC-001-3W-F_R2.fastq.gz;
215c9033-9769-4ad6-ad14-0e1628d143bd	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4W-F/CALTEC-001-4W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-4W-F/CALTEC-001-4W-F_R2.fastq.gz;
0055822e-9795-42bc-add8-ea49749c81c0	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5W-F/CALTEC-001-5W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-5W-F/CALTEC-001-5W-F_R2.fastq.gz;
bdc0399f-0c7f-405f-96e3-33a80e50d08b	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6W-F/CALTEC-001-6W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-6W-F/CALTEC-001-6W-F_R2.fastq.gz;
9bfa8c84-1533-4e63-8dac-3b4fc9ba95f2	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7W-F/CALTEC-001-7W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-7W-F/CALTEC-001-7W-F_R2.fastq.gz;
56b624c5-da28-4845-ad43-507c7decd0a7	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8W-F/CALTEC-001-8W-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-8W-F/CALTEC-001-8W-F_R2.fastq.gz;
849aa860-2de3-43eb-8d56-65b3098128f5	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1C-F/CALTEC-001-1C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-1C-F/CALTEC-001-1C-F_R2.fastq.gz;
e6ff9ba7-743c-46ce-b23b-b118f1aa29da	/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-F/CALTEC-001-2C-F_R1.fastq.gz;/shares/CIBIO-Storage/CM/scratch/data/meta/CM_caltec_001_1024/CALTEC-001-2C-F/CALTEC-001-2C-F_R2.fastq.gz;
